time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1762400807.943766,-0.060423,0.063963,1.000000,1.443946,-0.020699,-0.053633,0.000000,0.002151,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400807.977067,-0.060423,0.063963,1.000000,1.443946,-0.020699,-0.053633,0.000000,0.002151,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.010437,-0.056963,0.062094,1.000000,1.443946,-0.020699,-0.053633,0.000000,0.002151,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.043780,-0.056963,0.062094,1.000000,1.443946,-0.020699,-0.053633,0.000000,0.002151,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.077108,-0.053762,0.060590,1.000000,1.443882,-0.015092,-0.046763,0.000000,0.001897,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.110396,-0.053762,0.060590,1.000000,1.443882,-0.015092,-0.046763,0.000000,0.001897,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.143762,-0.050897,0.059245,1.000000,1.443882,-0.015092,-0.046763,0.000000,0.001897,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.177094,-0.050897,0.059245,1.000000,1.443882,-0.015092,-0.046763,0.000000,0.001897,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.210388,-0.048222,0.057988,1.000000,1.443882,-0.015092,-0.046763,0.000000,0.001897,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.243755,-0.048222,0.057988,1.000000,1.443882,-0.015092,-0.046763,0.000000,0.001897,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.277101,-0.045398,0.056720,1.000000,1.443882,-0.013401,-0.044052,0.000000,0.001707,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.310392,-0.045398,0.056720,1.000000,1.443882,-0.013401,-0.044052,0.000000,0.001707,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400808.343746,-0.042568,0.055448,1.000000,1.444498,-0.013428,-0.044044,0.000000,0.003126,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
