time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1762400037.866174,-0.066315,0.083377,1.000000,1.253355,-0.018094,-0.038004,0.000000,0.000784,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400037.899497,-0.062537,0.080145,1.000000,1.253947,-0.018300,-0.044414,0.000000,0.000952,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400037.932898,-0.061519,0.079274,1.000000,1.253947,-0.018300,-0.044414,0.000000,0.000952,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400037.966242,-0.061519,0.079274,1.000000,1.253947,-0.018300,-0.044414,0.000000,0.000952,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400037.999479,-0.057722,0.075909,1.000000,1.253947,-0.021269,-0.049159,0.000000,0.000857,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.032867,-0.057722,0.075909,1.000000,1.253947,-0.021269,-0.049159,0.000000,0.000857,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.066164,-0.057722,0.075909,1.000000,1.253947,-0.021269,-0.049159,0.000000,0.000857,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.099528,-0.054857,0.073370,1.000000,1.254056,-0.021274,-0.049157,0.000000,0.001031,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.132880,-0.054857,0.073370,1.000000,1.254056,-0.021274,-0.049157,0.000000,0.001031,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.166146,-0.052239,0.071049,1.000000,1.254056,-0.021274,-0.049157,0.000000,0.001031,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.199488,-0.049679,0.068780,1.000000,1.254056,-0.021274,-0.049157,0.000000,0.001031,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.232860,-0.049679,0.068780,1.000000,1.254056,-0.021274,-0.049157,0.000000,0.001031,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.266168,-0.046583,0.066504,1.000000,1.254343,-0.017608,-0.053574,0.000000,0.001057,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.299536,-0.046583,0.066504,1.000000,1.254343,-0.017608,-0.053574,0.000000,0.001057,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.332851,-0.044959,0.065310,1.000000,1.254343,-0.017608,-0.053574,0.000000,0.001057,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.366188,-0.044959,0.065310,1.000000,1.254343,-0.017608,-0.053574,0.000000,0.001057,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.399530,-0.044959,0.065310,1.000000,1.254343,-0.017608,-0.053574,0.000000,0.001057,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.432904,-0.040894,0.062290,1.000000,1.254343,-0.015202,-0.045476,0.000000,0.000951,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.466208,-0.039778,0.061460,1.000000,1.254159,-0.015193,-0.045479,0.000000,0.000424,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.499546,-0.039778,0.061460,1.000000,1.254159,-0.015193,-0.045479,0.000000,0.000424,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.532888,-0.037293,0.059613,1.000000,1.254159,-0.015193,-0.045479,0.000000,0.000424,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.566262,-0.037293,0.059613,1.000000,1.254159,-0.015193,-0.045479,0.000000,0.000424,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.599720,-0.034617,0.057625,1.000000,1.254159,-0.015193,-0.045479,0.000000,0.000424,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.632867,-0.034617,0.057625,1.000000,1.254159,-0.015193,-0.045479,0.000000,0.000424,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.666246,-0.032313,0.056054,1.000000,1.253812,-0.012252,-0.042352,0.000000,0.000208,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.699524,-0.032313,0.056054,1.000000,1.253812,-0.012252,-0.042352,0.000000,0.000208,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.732877,-0.032313,0.056054,1.000000,1.253812,-0.012252,-0.042352,0.000000,0.000208,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.766225,-0.028575,0.053504,1.000000,1.253812,-0.012252,-0.042352,0.000000,0.000208,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.799541,-0.027385,0.052693,1.000000,1.253812,-0.012252,-0.042352,0.000000,0.000208,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.832858,-0.027385,0.052693,1.000000,1.253812,-0.012252,-0.042352,0.000000,0.000208,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.866176,-0.025121,0.051186,1.000000,1.253812,-0.010364,-0.037431,0.000000,0.000187,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.899544,-0.025121,0.051186,1.000000,1.253812,-0.010364,-0.037431,0.000000,0.000187,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.932903,-0.023078,0.049827,1.000000,1.254201,-0.010379,-0.037427,0.000000,0.001198,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.966254,-0.021031,0.048465,1.000000,1.254201,-0.010379,-0.037427,0.000000,0.001198,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400038.999614,-0.021031,0.048465,1.000000,1.254201,-0.010379,-0.037427,0.000000,0.001198,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.032897,-0.019168,0.047247,1.000000,1.254201,-0.009529,-0.035484,0.000000,0.001078,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.066259,-0.019168,0.047247,1.000000,1.254201,-0.009529,-0.035484,0.000000,0.001078,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.099595,-0.019168,0.047247,1.000000,1.254201,-0.009529,-0.035484,0.000000,0.001078,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.132880,-0.016509,0.045508,1.000000,1.255052,-0.009559,-0.035476,0.000000,0.003055,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.166181,-0.014922,0.044471,1.000000,1.255052,-0.009559,-0.035476,0.000000,0.003055,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.199558,-0.014922,0.044471,1.000000,1.255052,-0.009559,-0.035476,0.000000,0.003055,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.232805,-0.013336,0.043526,1.000000,1.255052,-0.006113,-0.027147,0.000000,0.002750,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.266152,-0.013336,0.043526,1.000000,1.255052,-0.006113,-0.027147,0.000000,0.002750,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.299466,-0.011767,0.042592,1.000000,1.253987,-0.006084,-0.027154,0.000000,-0.000355,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.332840,-0.011767,0.042592,1.000000,1.253987,-0.006084,-0.027154,0.000000,-0.000355,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.366142,-0.011767,0.042592,1.000000,1.253987,-0.006084,-0.027154,0.000000,-0.000355,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.399477,-0.010070,0.041581,1.000000,1.253987,-0.006084,-0.027154,0.000000,-0.000355,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.432840,-0.008666,0.040656,1.000000,1.253987,-0.007029,-0.025823,0.000000,-0.000320,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.466164,-0.008666,0.040656,1.000000,1.253987,-0.007029,-0.025823,0.000000,-0.000320,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.499457,-0.007127,0.039642,1.000000,1.254167,-0.007034,-0.025821,0.000000,0.000156,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.532838,-0.007127,0.039642,1.000000,1.254167,-0.007034,-0.025821,0.000000,0.000156,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.566120,-0.005627,0.038654,1.000000,1.254167,-0.007034,-0.025821,0.000000,0.000156,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.599471,-0.005627,0.038654,1.000000,1.254167,-0.007034,-0.025821,0.000000,0.000156,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.632846,-0.005627,0.038654,1.000000,1.254167,-0.007034,-0.025821,0.000000,0.000156,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.666134,-0.004663,0.037858,1.000000,1.254167,-0.006588,-0.016803,0.000000,0.000140,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.699474,-0.004663,0.037858,1.000000,1.254167,-0.006588,-0.016803,0.000000,0.000140,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.732806,-0.003755,0.037107,1.000000,1.254523,-0.006594,-0.016801,0.000000,0.000972,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762400039.766160,-0.002881,0.036386,1.000000,1.254523,-0.006594,-0.016801,0.000000,0.000972,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
