time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1762462145.335079,0.859786,-0.827620,1.000000,-2.547933,-0.000526,-0.017457,0.000000,0.002004,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.368454,0.859786,-0.827620,1.000000,-2.547933,-0.000526,-0.017457,0.000000,0.002004,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.401782,0.859198,-0.826689,1.000000,-2.548782,-0.000511,-0.017458,0.000000,-0.000582,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.435072,0.858827,-0.826103,1.000000,-2.548782,-0.000511,-0.017458,0.000000,-0.000582,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.468467,0.858827,-0.826103,1.000000,-2.548782,-0.000511,-0.017458,0.000000,-0.000582,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.501732,0.858211,-0.825128,1.000000,-2.548782,-0.000511,-0.017458,0.000000,-0.000582,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.535130,0.858211,-0.825128,1.000000,-2.548782,-0.000511,-0.017458,0.000000,-0.000582,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.568450,0.857507,-0.824195,1.000000,-2.548970,0.000991,-0.018317,0.000000,-0.000608,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762462145.601788,0.857507,-0.824195,1.000000,-2.548970,0.000991,-0.018317,0.000000,-0.000608,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.635113,0.856761,-0.823207,1.000000,-2.548970,0.000991,-0.018317,0.000000,-0.000608,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.668525,0.856761,-0.823207,1.000000,-2.548970,0.000991,-0.018317,0.000000,-0.000608,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.701788,0.855849,-0.822019,1.000000,-2.548970,0.001377,-0.022076,0.000000,-0.000547,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.735168,0.855849,-0.822019,1.000000,-2.548970,0.001377,-0.022076,0.000000,-0.000547,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.768452,0.854860,-0.820732,1.000000,-2.548102,0.001358,-0.022077,0.000000,0.001017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.801779,0.854860,-0.820732,1.000000,-2.548102,0.001358,-0.022077,0.000000,0.001017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.835089,0.854044,-0.819670,1.000000,-2.548102,0.001358,-0.022077,0.000000,0.001017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.868500,0.854044,-0.819670,1.000000,-2.548102,0.001358,-0.022077,0.000000,0.001017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.901785,0.853156,-0.818513,1.000000,-2.548102,0.001358,-0.022077,0.000000,0.001017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.935188,0.853156,-0.818513,1.000000,-2.548102,0.001358,-0.022077,0.000000,0.001017,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462145.968455,0.852591,-0.818113,1.000000,-2.548408,0.003491,-0.009229,0.000000,0.000762,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462146.001777,0.852591,-0.818113,1.000000,-2.548408,0.003491,-0.009229,0.000000,0.000762,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1762462146.035141,0.852091,-0.817759,1.000000,-2.548408,0.003491,-0.009229,0.000000,0.000762,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
