time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1762460881.382771,0.016810,0.061531,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.416106,0.015697,0.059534,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.449471,0.015697,0.059534,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.482736,0.014275,0.056980,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.516109,0.014275,0.056980,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.549446,0.013113,0.054895,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.582788,0.013113,0.054895,1.000000,-0.089269,-0.015569,-0.034963,0.000000,0.002095,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.616097,0.011889,0.052347,1.000000,-0.089421,-0.016245,-0.043336,0.000000,0.001826,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.649446,0.011889,0.052347,1.000000,-0.089421,-0.016245,-0.043336,0.000000,0.001826,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.682768,0.010451,0.049357,1.000000,-0.089421,-0.016245,-0.043336,0.000000,0.001826,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.716089,0.010451,0.049357,1.000000,-0.089421,-0.016245,-0.043336,0.000000,0.001826,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.749423,0.009317,0.047375,1.000000,-0.088272,-0.012861,-0.027929,0.000000,0.002431,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.782762,0.009317,0.047375,1.000000,-0.088272,-0.012861,-0.027929,0.000000,0.002431,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.816006,0.008524,0.045990,1.000000,-0.088272,-0.012861,-0.027929,0.000000,0.002431,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.849424,0.008524,0.045990,1.000000,-0.088272,-0.012861,-0.027929,0.000000,0.002431,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.882800,0.007377,0.043986,1.000000,-0.088272,-0.012861,-0.027929,0.000000,0.002431,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.916069,0.007377,0.043986,1.000000,-0.088272,-0.012861,-0.027929,0.000000,0.002431,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.949494,0.006477,0.042385,1.000000,-0.088272,-0.012768,-0.028289,0.000000,0.002188,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460881.982825,0.006477,0.042385,1.000000,-0.088272,-0.012768,-0.028289,0.000000,0.002188,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.016078,0.005373,0.040421,1.000000,-0.088833,-0.012752,-0.028296,0.000000,0.000383,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.049447,0.005373,0.040421,1.000000,-0.088833,-0.012752,-0.028296,0.000000,0.000383,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.082803,0.004357,0.038615,1.000000,-0.088833,-0.012752,-0.028296,0.000000,0.000383,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.116066,0.004357,0.038615,1.000000,-0.088833,-0.012752,-0.028296,0.000000,0.000383,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.149416,0.003286,0.037182,1.000000,-0.088833,-0.013805,-0.022357,0.000000,0.000345,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.182769,0.003286,0.037182,1.000000,-0.088833,-0.013805,-0.022357,0.000000,0.000345,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.216046,0.003286,0.037182,1.000000,-0.088833,-0.013805,-0.022357,0.000000,0.000345,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.249399,0.001879,0.035301,1.000000,-0.088040,-0.013823,-0.022346,0.000000,0.002040,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.282711,0.001326,0.034561,1.000000,-0.088040,-0.013823,-0.022346,0.000000,0.002040,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.316052,0.001326,0.034561,1.000000,-0.088040,-0.013823,-0.022346,0.000000,0.002040,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.349422,0.001326,0.034561,1.000000,-0.088040,-0.013823,-0.022346,0.000000,0.002040,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.382726,-0.000185,0.032203,1.000000,-0.088160,-0.014930,-0.028562,0.000000,0.001775,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.416046,-0.001239,0.030556,1.000000,-0.088160,-0.014930,-0.028562,0.000000,0.001775,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.449419,-0.001239,0.030556,1.000000,-0.088160,-0.014930,-0.028562,0.000000,0.001775,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.482729,-0.002241,0.028993,1.000000,-0.088160,-0.014930,-0.028562,0.000000,0.001775,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.516028,-0.002241,0.028993,1.000000,-0.088160,-0.014930,-0.028562,0.000000,0.001775,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.549397,-0.002241,0.028993,1.000000,-0.088160,-0.014930,-0.028562,0.000000,0.001775,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.582769,-0.003411,0.027887,1.000000,-0.088160,-0.012628,-0.014253,0.000000,0.001598,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.616073,-0.003411,0.027887,1.000000,-0.088160,-0.012628,-0.014253,0.000000,0.001598,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1762460882.649420,-0.004667,0.026698,1.000000,-0.088451,-0.012624,-0.014256,0.000000,0.000767,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
